stage,validation_level,optimism_correction_method,dataset,model_class,model_family,model_id,strategy_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,anchor_horizon_year,tail_extrapolation_capable_flag,extrapolation_role,horizon_id,horizon_year,horizon_label,interpretation_tier,primary_supported_flag,interpretation_note,calibration_target,mean_calibration_reference,mean_predicted_risk,mean_calibration_difference,calibration_intercept_offset,calibration_intercept_free,calibration_slope,calibration_known_n,calibration_case_weight,calibration_nonevent_weight,binary_outcome_support_flag,calibration_minimum_n_flag,calibration_support_flag,calibration_fit_success_flag,calibration_offset_converged_flag,calibration_slope_converged_flag,calibration_offset_boundary_flag,calibration_slope_boundary_flag,calibration_regression_suppressed_flag,observed_case_support_flag,observed_nonevent_support_flag,observed_horizon_information_flag,partial_binary_outcome_support_flag,beyond_last_event_flag,beyond_last_followup_flag,descriptive_projection_flag,horizon_data_status,descriptive_value_status,calibration_failure_reason,calibration_offset_message,calibration_slope_message
Stage 5,apparent,none,SNU,non_cure,weibull,SNU__interaction__weibull,weibull,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.27184931646611904,-0.02464052953070678,-0.14158492244355342,0.1787058936934253,1.3383246851715358,58,51.39483791803662,156.1322161076852,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,weibull,SNU__interaction__weibull,weibull,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.29443120471627854,0.032018762541722035,0.12418841372015005,-0.3227441044614517,0.4693883053736841,50,67.82980803463508,139.69724599108673,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,weibull,SNU__interaction__weibull,weibull,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.31552316813932124,0.010926799118679331,0.09837518466780779,0.6902016650898251,1.7464947935765525,41,67.82980803463508,139.69724599108676,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,SNU,non_cure,weibull,SNU__interaction__weibull,weibull,SNU__interaction,interaction,Interaction,site_free,age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3353246129069291,-0.008874645648928536,-0.058743279174913385,0.26359079867381613,1.4879409643142134,39,67.82980803463508,139.69724599108676,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.09203999023742078,-5.198294055931002e-4,0.023790879063622317,-0.12146988903335025,0.9368106398687746,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1557705214271226,-0.002343316060207712,0.0197985859815048,2.7496262526419084,2.622304358836318,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2031283322963346,-0.004332433522670487,0.020830579892708798,1.2437994806367767,1.8817401758412022,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.21769099977398096,-0.004954736601690185,0.024486224732460735,1.0841922180277117,1.8104593407701506,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.24537530741016528,-0.0062416408333952345,0.0107816760492658,0.32227244920335557,1.2711547319790493,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.28065994550249573,-0.006433911346457211,0.003374035549966903,-0.09463897852768524,0.8983669960057494,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.28065994550249573,-0.006433911346457211,-0.020636564777643265,-0.6229516975767772,0.36314714258919434,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.35661924825965946,-0.005995954541098636,0.028918434510459386,-0.3991418582986871,0.3327691604896881,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.35661924825965946,-0.005995954541098636,-0.07885972505226442,-2.267945637178563,-2.8913904638429644,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,coxph,merged__base__coxph,coxph,merged__base,base,Base,site_free,no_age_sex_interaction,2,0,observed_window_comparator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.35661924825965946,-0.005995954541098636,0.07709985188206424,1.6901610964865161,3.314767249478628,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.06506017886024733,0.02645998197158035,0.4138991271994114,-0.3060755801960341,0.731687083161685,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.12536540212067052,0.028061803246244382,0.2881799017386545,2.335631949024156,2.0553949937169875,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.18132351447102546,0.017472384302638644,0.17907866954340304,0.9011443396757239,1.4692521475596192,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2332996215981776,-0.02056335842588683,-0.04926452628789402,0.4099275330813507,1.3740186372896563,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.28162160260986824,-0.042487936033098195,-0.1663646194086406,-0.21348393808307697,0.9513025207977354,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3265847786002414,-0.052358744444202854,-0.2074006263749416,-0.4481357639264087,0.6794968059219468,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3684558825002338,-0.09422984834419529,-0.43091752050800985,-0.8086748735915804,0.2919488546640165,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.40747644856336085,-0.056853154844800025,-0.17176804762583864,-0.47947712777559753,0.3012892219027472,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.44386571819891896,-0.09324242448035813,-0.4786622777375895,-0.987915955071858,-1.9736182995650455,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,exponential,merged__base__exponential,exponential,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.4778231413641925,-0.1271998476456317,-0.39607041566122514,-0.0999607247209948,2.287287800361458,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.10235191197724022,-0.010831751145412544,-0.09282388307614477,-0.32990016760987656,0.8912458887383526,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.15625656301960517,-0.0028293576526902675,0.017124569421625862,2.572235316793485,2.523146295697466,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.19728996893120207,0.0015059298424620338,0.05856770233188788,1.2337810078723772,1.8253102146948708,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.230976610194519,-0.018240347022228237,-0.052071288402989996,0.9378446761716602,1.8048721356355208,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_5,5,Year 5,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2597185849469523,-0.02058491837018228,-0.06757056782022686,0.25969601263324976,1.305958603596844,110,62.64709997144594,198.76406041546034,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_6,6,Year 6,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.2848409198074803,-0.010614885651441752,-0.02494350353878144,-0.14055975918847594,0.8765244430330171,78,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_7,7,Year 7,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.30717195524429597,-0.032945921088257446,-0.15837155632637087,-0.7449332655971238,0.27516410444996925,70,71.81441512687597,189.59674526003027,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_8,8,Year 8,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3272720024231874,0.023351291295373444,0.14316878743561,-0.7047704015958594,-0.11836299950387923,62,91.77196725951072,169.63919312739554,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_9,9,Year 9,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.3455413731413556,0.005081920577205246,-0.023404979278827294,-2.425176144369402,-2.9067663583623267,53,91.77196725951072,169.6391931273955,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,loglogistic,merged__base__loglogistic,loglogistic,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_10,10,Year 10,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.362277845020271,-0.01165455130171017,0.05094653408466988,2.5359684394766657,4.708706580049778,51,91.77196725951072,169.63919312739552,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__base__lognormal,lognormal,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_1,1,Year 1,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.10869620699333943,-0.01717604616151175,-0.16563038471913483,-0.1944579368817111,0.9863278549636096,213,23.977841061031203,238.0126381755099,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__base__lognormal,lognormal,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_2,2,Year 2,primary-supported,TRUE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.16177366717351774,-0.00834646180660284,-0.03173070127535351,2.964907105085411,2.833110174389269,169,40.19589452894287,221.77327066342076,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__base__lognormal,lognormal,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_3,3,Year 3,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.1995863489680359,-7.904501943717945e-4,0.03514187094248998,1.5126087088843276,2.0514681685090195,158,52.08094869832661,209.88821649403735,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
Stage 5,apparent,none,merged,non_cure,lognormal,merged__base__lognormal,lognormal,merged__base,base,Base,site_free,no_age_sex_interaction,2,1,parametric_tail_extrapolator,year_4,4,Year 4,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,IPCW fixed-horizon binary outcome,KM observed risk at horizon,0.22939098982533093,-0.01665472665304016,-0.05262525558012757,1.3384584186189703,2.127860340673645,143,55.732711822522575,206.22098857346012,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,binary_outcome_supported,supported_fixed_horizon_estimation,none,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH
