dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,summary_view,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_tier,support_display_group,support_display_label,horizon_evidence_class,claim_restriction_flag,n_total,eligible_n,eligibility_fraction,risk_set_n,risk_set_fraction,cumulative_transition_n,cumulative_remission_n,cumulative_right_censoring_n,cumulative_censoring_n,cumulative_eventlike_n,observed_person_time_year,percentage_method,CCI,SPT,cumulative_transition_prop,cumulative_remission_prop,cumulative_right_censoring_prop,cumulative_censoring_prop,cumulative_eventlike_prop,instability_marker,total_eligible_n,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note,site_dominance_warning_flag,site_dominance_warning_note,completeness_plot_status,completeness_plot_note,completeness_plot_alpha,completeness_plot_masked,percentage_method_plot,CCI_plot,SPT_plot,preferred_for_reporting,reporting_priority,reporting_preference_note
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,54,47,0.8703703703703703,28,0.5185185185185185,8,3,15,18,8,35.268993839835716,0.7659574468085106,0.8619749410328039,0.8798403891243243,0.14814814814814814,0.05555555555555555,0.2777777777777778,0.3333333333333333,0.14814814814814814,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7659574468085106,0.8619749410328039,0.8798403891243243,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,106,0.40458015267175573,16,0.061068702290076333,50,13,187,200,50,433.45927446954124,0.3867924528301887,0.6132194592919666,0.6775954696318103,0.19083969465648856,0.04961832061068702,0.7137404580152672,0.7633587786259542,0.19083969465648856,low_fraction,106,1,SNU,106,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.3867924528301887,0.6132194592919666,0.6775954696318103,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,85,0.3244274809160305,3,0.011450381679389313,50,13,196,209,50,353.72963723477045,0.27058823529411763,0.5639146313651929,0.6424241610858349,0.19083969465648856,0.04961832061068702,0.7480916030534351,0.7977099236641222,0.19083969465648856,very_sparse,85,1,SNU,85,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.27058823529411763,0.5639146313651929,0.6424241610858349,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_adjusted,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,64,0.24427480916030533,1,0.003816793893129771,50,13,198,211,50,269.89048596851467,0.296875,0.5412836732228554,0.6426227754962353,0.19083969465648856,0.04961832061068702,0.7557251908396947,0.8053435114503816,0.19083969465648856,very_sparse,64,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.296875,0.5412836732228554,0.6426227754962353,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,262,255,0.9732824427480916,191,0.7290076335877863,22,3,46,49,22,214.38945927446957,0.8352941176470589,0.8937966733344559,0.9001006562789391,0.08396946564885496,0.011450381679389313,0.17557251908396945,0.18702290076335878,0.08396946564885496,stable_enough,255,2,SNU,208,0.8156862745098039,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,FALSE,Descriptive only: dominant-site share is not escalated to a warning before year 3.,stable,Displayed without masking.,1,FALSE,0.8352941176470589,0.8937966733344559,0.9001006562789391,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,262,243,0.9274809160305344,135,0.5152671755725191,34,12,81,93,34,371.32511978097193,0.6872427983539094,0.8350691291056468,0.8490971007512188,0.1297709923664122,0.04580152671755725,0.30916030534351147,0.3549618320610687,0.1297709923664122,stable_enough,243,2,SNU,208,0.8559670781893004,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,FALSE,Descriptive only: dominant-site share is not escalated to a warning before year 3.,stable,Displayed without masking.,1,FALSE,0.6872427983539094,0.8350691291056468,0.8490971007512188,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,216,0.8244274809160306,117,0.44656488549618323,41,13,91,104,41,455.952772073922,0.6944444444444444,0.7815608761405515,0.8033416144869483,0.15648854961832062,0.04961832061068702,0.3473282442748092,0.3969465648854962,0.15648854961832062,stable_enough,216,2,SNU,208,0.9629629629629629,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,TRUE,"Merged site-dominance warning retained because one site dominates the eligible set at a late, non-primary-supported horizon.",stable,Displayed without masking.,1,FALSE,0.6944444444444444,0.7815608761405515,0.8033416144869483,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,208,0.7938931297709924,103,0.3931297709923664,43,13,106,119,43,553.497604380561,0.6442307692307693,0.7420315069297625,0.768720712894224,0.16412213740458015,0.04961832061068702,0.40458015267175573,0.4541984732824427,0.16412213740458015,stable_enough,208,1,SNU,208,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.6442307692307693,0.7420315069297625,0.768720712894224,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,262,204,0.7786259541984732,64,0.24427480916030533,46,13,139,152,46,641.7357973990418,0.4803921568627451,0.7120098541770138,0.745523479754667,0.17557251908396945,0.04961832061068702,0.5305343511450382,0.5801526717557252,0.17557251908396945,stable_enough,204,1,SNU,204,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.4803921568627451,0.7120098541770138,0.745523479754667,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,185,0.7061068702290076,30,0.11450381679389313,48,13,171,184,48,668.7912388774815,0.34054054054054056,0.6871394132721236,0.725669817661604,0.183206106870229,0.04961832061068702,0.6526717557251909,0.7022900763358778,0.183206106870229,stable_enough,185,1,SNU,185,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.34054054054054056,0.6871394132721236,0.725669817661604,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,174,0.6641221374045801,22,0.08396946564885496,48,13,179,192,48,677.6796714579057,0.3103448275862069,0.6421841616755981,0.6899889744186278,0.183206106870229,0.04961832061068702,0.683206106870229,0.732824427480916,0.183206106870229,low_fraction,174,1,SNU,174,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.3103448275862069,0.6421841616755981,0.6899889744186278,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,168,0.6412213740458015,16,0.061068702290076333,50,13,187,200,50,677.8507871321012,0.2976190476190476,0.5904158916392426,0.6501193735536647,0.19083969465648856,0.04961832061068702,0.7137404580152672,0.7633587786259542,0.19083969465648856,low_fraction,168,1,SNU,168,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,low_fraction,Displayed with caution: low remaining risk-set fraction.,0.9,FALSE,0.2976190476190476,0.5904158916392426,0.6501193735536647,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,155,0.5916030534351145,3,0.011450381679389313,50,13,196,209,50,636.4072553045856,0.23225806451612904,0.5422211103218948,0.6148408194907493,0.19083969465648856,0.04961832061068702,0.7480916030534351,0.7977099236641222,0.19083969465648856,very_sparse,155,1,SNU,155,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.23225806451612904,0.5422211103218948,0.6148408194907493,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,overall,Overall,merged__overall__Overall,merged | Overall,site_free,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,262,144,0.549618320610687,1,0.003816793893129771,50,13,198,211,50,588.7351129363448,0.22916666666666666,0.49327875283014955,0.5800146398965695,0.19083969465648856,0.04961832061068702,0.7557251908396947,0.8053435114503816,0.19083969465648856,very_sparse,144,1,SNU,144,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.22916666666666666,0.49327875283014955,0.5800146398965695,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,92,82,0.8913043478260869,64,0.6956521739130435,9,1,18,19,9,69.98494182067077,0.8780487804878049,0.9253380151676952,0.9311363750187811,0.09782608695652174,0.010869565217391304,0.1956521739130435,0.20652173913043478,0.09782608695652174,stable_enough,82,2,SNU,60,0.7317073170731707,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.,FALSE,No merged site-dominance warning because eligible subjects remain distributed across multiple sites.,stable,Displayed without masking.,1,FALSE,0.8780487804878049,0.9253380151676952,0.9311363750187811,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,92,69,0.75,43,0.4673913043478261,14,5,30,35,14,111.11156741957562,0.782608695652174,0.8961005983792973,0.9066452400083327,0.15217391304347827,0.05434782608695652,0.32608695652173914,0.3804347826086957,0.15217391304347827,stable_enough,69,2,SNU,55,0.7971014492753623,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.,FALSE,No merged site-dominance warning because eligible subjects remain distributed across multiple sites.,stable,Displayed without masking.,1,FALSE,0.782608695652174,0.8961005983792973,0.9066452400083327,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,57,0.6195652173913043,35,0.3804347826086957,15,5,37,42,15,131.38193018480493,0.7719298245614035,0.8627851993023966,0.8778093991538279,0.16304347826086957,0.05434782608695652,0.40217391304347827,0.45652173913043476,0.16304347826086957,stable_enough,57,2,SNU,53,0.9298245614035088,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,TRUE,"Merged site-dominance warning retained because one site dominates the eligible set at a late, non-primary-supported horizon.",stable,Displayed without masking.,1,FALSE,0.7719298245614035,0.8627851993023966,0.8778093991538279,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,49,0.532608695652174,30,0.32608695652173914,16,5,43,48,16,145.81793292265573,0.7755102040816326,0.8379352118437406,0.85610917878445,0.17391304347826086,0.05434782608695652,0.4673913043478261,0.5217391304347826,0.17391304347826086,stable_enough,49,1,SNU,49,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.7755102040816326,0.8379352118437406,0.85610917878445,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,47,0.5108695652173914,19,0.20652173913043478,18,5,50,55,18,162.29363449691994,0.6170212765957447,0.7952235141815548,0.8221620283396681,0.1956521739130435,0.05434782608695652,0.5434782608695652,0.5978260869565217,0.1956521739130435,stable_enough,47,1,SNU,47,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.6170212765957447,0.7952235141815548,0.8221620283396681,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,42,0.45652173913043476,12,0.13043478260869565,19,5,56,61,19,155.73442847364817,0.5238095238095238,0.7247961264016308,0.765348804363178,0.20652173913043478,0.05434782608695652,0.6086956521739131,0.6630434782608695,0.20652173913043478,stable_enough,42,1,SNU,42,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.5238095238095238,0.7247961264016308,0.765348804363178,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,37,0.40217391304347827,10,0.10869565217391304,19,5,58,63,19,142.49007529089667,0.5135135135135135,0.66625488062472,0.7244125909423651,0.20652173913043478,0.05434782608695652,0.6304347826086957,0.6847826086956522,0.20652173913043478,stable_enough,37,1,SNU,37,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.5135135135135135,0.66625488062472,0.7244125909423651,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,34,0.3695652173913043,8,0.08695652173913043,19,5,61,66,19,144.85147159479808,0.4411764705882353,0.6338596827526717,0.6923843459354995,0.20652173913043478,0.05434782608695652,0.6630434782608695,0.717391304347826,0.20652173913043478,sparse,34,1,SNU,34,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,sparse,Displayed with caution: sparse risk set.,0.8,FALSE,0.4411764705882353,0.6338596827526717,0.6923843459354995,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,28,0.30434782608695654,1,0.010869565217391304,19,5,67,72,19,128.80561259411363,0.25,0.6150600401357031,0.6801033212737525,0.20652173913043478,0.05434782608695652,0.7282608695652174,0.782608695652174,0.20652173913043478,very_sparse,28,1,SNU,28,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.25,0.6150600401357031,0.6801033212737525,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_adjusted,transition_only,10,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,23,0.25,0,0,19,5,68,73,19,108.13415468856948,0.2608695652173913,0.5960445795951015,0.6813677350236587,0.20652173913043478,0.05434782608695652,0.7391304347826086,0.7934782608695652,0.20652173913043478,no_risk_set,23,1,SNU,23,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,masked_no_risk_set,Masked in completeness plot because the risk set is zero at this horizon.,0,TRUE,NA,NA,NA,TRUE,1,Preferred reporting view for merged overall/sex completeness because it uses site-specific administrative end dates.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,1,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,92,88,0.9565217391304348,64,0.6956521739130435,9,1,18,19,9,72.74743326488706,0.8295454545454546,0.9016058295089199,0.909783149772883,0.09782608695652174,0.010869565217391304,0.1956521739130435,0.20652173913043478,0.09782608695652174,stable_enough,88,2,SNU,66,0.75,multi_site_balanced,Eligible subjects remain distributed across multiple sites without a dominant-site warning.,FALSE,No merged site-dominance warning because eligible subjects remain distributed across multiple sites.,stable,Displayed without masking.,1,FALSE,0.8295454545454546,0.9016058295089199,0.909783149772883,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,2,primary-supported,Primary supported horizon with comparatively direct follow-up support.,primary_supported,primary_supported,primary_supported,Primary supported,directly_observed_data_supported,primary_claim_allowed,92,80,0.8695652173913043,43,0.4673913043478261,14,5,30,35,14,121.11019849418206,0.6875,0.8407553122742996,0.8566307323750856,0.15217391304347827,0.05434782608695652,0.32608695652173914,0.3804347826086957,0.15217391304347827,stable_enough,80,2,SNU,66,0.825,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,FALSE,Descriptive only: dominant-site share is not escalated to a warning before year 3.,stable,Displayed without masking.,1,FALSE,0.6875,0.8407553122742996,0.8566307323750856,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,3,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,70,0.7608695652173914,35,0.3804347826086957,15,5,37,42,15,146.7905544147844,0.6428571428571429,0.7794273710530907,0.8021870212835306,0.16304347826086957,0.05434782608695652,0.40217391304347827,0.45652173913043476,0.16304347826086957,stable_enough,70,2,SNU,66,0.9428571428571428,single_site_dominant,Eligible subjects are dominated by one site (>= 80% of the eligible set).,TRUE,"Merged site-dominance warning retained because one site dominates the eligible set at a late, non-primary-supported horizon.",stable,Displayed without masking.,1,FALSE,0.6428571428571429,0.7794273710530907,0.8021870212835306,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,4,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,66,0.717391304347826,30,0.32608695652173914,16,5,43,48,16,174.86926762491447,0.5909090909090909,0.7345124601814691,0.7605832451828345,0.17391304347826086,0.05434782608695652,0.4673913043478261,0.5217391304347826,0.17391304347826086,stable_enough,66,1,SNU,66,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.5909090909090909,0.7345124601814691,0.7605832451828345,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,5,secondary,Secondary horizon with growing tail uncertainty; interpret with model-dependence explicitly acknowledged.,secondary,secondary,secondary_or_sensitivity,Secondary / sensitivity,partly_model_dependent,secondary_or_sensitivity_only,92,64,0.6956521739130435,19,0.20652173913043478,18,5,50,55,18,199.49007529089667,0.46875,0.702082966981348,0.7354680013689253,0.1956521739130435,0.05434782608695652,0.5434782608695652,0.5978260869565217,0.1956521739130435,stable_enough,64,1,SNU,64,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.46875,0.702082966981348,0.7354680013689253,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,6,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,58,0.6304347826086957,12,0.13043478260869565,19,5,56,61,19,209.86447638603696,0.39655172413793105,0.6834711664920533,0.7207116838569079,0.20652173913043478,0.05434782608695652,0.6086956521739131,0.6630434782608695,0.20652173913043478,stable_enough,58,1,SNU,58,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.39655172413793105,0.6834711664920533,0.7207116838569079,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,7,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,55,0.5978260869565217,10,0.10869565217391304,19,5,58,63,19,215.87816563997262,0.38181818181818183,0.6481722003468996,0.6956398837302326,0.20652173913043478,0.05434782608695652,0.6304347826086957,0.6847826086956522,0.20652173913043478,stable_enough,55,1,SNU,55,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,stable,Displayed without masking.,1,FALSE,0.38181818181818183,0.6481722003468996,0.6956398837302326,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,8,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,52,0.5652173913043478,8,0.08695652173913043,19,5,61,66,19,216.38603696098562,0.36538461538461536,0.6128929695860539,0.6714644869162322,0.20652173913043478,0.05434782608695652,0.6630434782608695,0.717391304347826,0.20652173913043478,sparse,52,1,SNU,52,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,sparse,Displayed with caution: sparse risk set.,0.8,FALSE,0.36538461538461536,0.6128929695860539,0.6714644869162322,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
merged,sex,Female,merged__sex__Female,merged | Sex = Female,site_free,transition_only,9,projection,Projection-dominant horizon; mostly extrapolated and not eligible for primary claims.,projection,projection,projection,Projection,mostly_extrapolated,projection_only,92,48,0.5217391304347826,1,0.010869565217391304,19,5,67,72,19,205.01368925393564,0.25,0.5725730758275809,0.6457335158567191,0.20652173913043478,0.05434782608695652,0.7282608695652174,0.782608695652174,0.20652173913043478,very_sparse,48,1,SNU,48,1,single_site_only,Eligible subjects come from only one site at this merged horizon.,TRUE,Merged site-dominance warning retained because only one site contributes eligible subjects at this horizon.,very_sparse,Displayed with caution: very sparse risk set.,0.65,FALSE,0.25,0.5725730758275809,0.6457335158567191,FALSE,2,Sensitivity-only completeness view for merged overall/sex summaries; do not cite as the main merged completeness result.
